Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Size,Outlet_Location_Type,Outlet_Type,Outlet_Age,Item_Outlet_Sales
FDB51,12.955040000000011,0,0.038267861,4,62.0852,OUT027,1,2,3,28,2181.2889135750365
FDJ50,8.645,0,0.02156804,3,52.8982,OUT013,0,2,1,26,2181.2889135750365
FDN52,9.395,1,0.131460394,5,85.2198,OUT013,0,2,1,26,2181.2889135750365
FDX14,13.1,0,0.074877667,4,76.6354,OUT013,0,2,1,26,2181.2889135750365
FDT27,12.702148148148146,1,0.121838154,10,235.8616,OUT019,2,0,0,28,2181.2889135750365
FDV10,7.645,1,0.06665054,13,41.1112,OUT013,0,2,1,26,2181.2889135750365
FDU33,7.63,1,0.134709764,13,44.8402,OUT046,2,0,1,16,2181.2889135750365
FDU58,6.61,1,0.029011725,13,185.9898,OUT046,2,0,1,16,2181.2889135750365
NCP42,13.270503802281391,0,0.016032698999999997,9,194.8478,OUT027,1,2,3,28,2181.2889135750365
FDL51,12.955040000000011,1,0.047261392,4,213.5876,OUT027,1,2,3,28,2181.2889135750365
DRH15,12.955040000000011,0,0.10937902199999999,4,45.4428,OUT027,1,2,3,28,2181.2889135750365
FDU16,19.25,1,0.058604732,5,85.5908,OUT017,1,1,1,6,2181.2889135750365
FDW15,15.35,1,0.055425340999999996,10,149.3734,OUT017,2,1,1,6,2181.2889135750365
FDQ44,20.5,0,0.036213591,6,122.3756,OUT045,1,1,1,11,2181.2889135750365
NCI06,13.270503802281391,0,0.047486615,9,180.06599999999997,OUT027,1,2,3,28,2181.2889135750365
DRK23,11.844416666666666,0,0.126021818,7,253.204,OUT019,2,0,0,28,2181.2889135750365
FDC28,7.905,0,0.054976522,5,109.7254,OUT035,2,1,1,9,2181.2889135750365
NCY17,13.216928571428557,0,0.12252138525,8,42.9086,OUT019,2,0,0,28,2181.2889135750365
NCV05,10.1,0,0.030331567,8,153.7656,OUT018,1,2,2,4,2181.2889135750365
FDM34,12.684255639097788,0,0.11809199199999999,13,132.6626,OUT019,2,0,0,28,2181.2889135750365
DRD60,11.69196506550218,0,0.037051812,14,182.8634,OUT027,1,2,3,28,2181.2889135750365
FDT38,18.7,0,0.057537445,4,86.3566,OUT046,2,0,1,16,2181.2889135750365
FDQ57,7.275,0,0.028061488,13,145.076,OUT018,1,2,2,4,2181.2889135750365
FDE59,13.618247422680403,0,0.061986186,15,35.6532,OUT027,1,2,3,28,2181.2889135750365
NCM43,14.5,0,0.019475371000000002,11,163.621,OUT046,2,0,1,16,2181.2889135750365
DRI51,17.25,0,0.042307304000000004,4,171.1764,OUT049,1,0,1,14,2181.2889135750365
NCG30,20.2,0,0.11295655199999999,9,124.9046,OUT017,2,1,1,6,2181.2889135750365
NCK54,12.15,0,0.029517792,9,114.815,OUT035,2,1,1,9,2181.2889135750365
FDQ16,12.10154266958426,0,0.073078549,5,109.6912,OUT019,2,0,0,28,2181.2889135750365
FDI36,12.5,1,0.062291550999999994,0,197.1426,OUT013,0,2,1,26,2181.2889135750365
FDX16,12.10154266958426,0,0.065491357,5,148.705,OUT027,1,2,3,28,2181.2889135750365
FDA34,11.5,0,0.014860557,15,174.00799999999998,OUT046,2,0,1,16,2181.2889135750365
FDJ48,11.3,0,0.056664709,0,248.0118,OUT018,1,2,2,4,2181.2889135750365
FDU47,12.8,1,0.11383293900000001,1,138.4838,OUT035,2,1,1,9,2181.2889135750365
FDS39,6.895,0,0.022460575,10,142.9812,OUT046,2,0,1,16,2181.2889135750365
FDD11,12.85,0,0.030616732999999997,15,251.704,OUT046,2,0,1,16,2181.2889135750365
FDM16,12.10154266958426,1,0.033392905,5,73.5354,OUT027,1,2,3,28,2181.2889135750365
FDU56,16.85,0,0.04459498,6,183.1266,OUT018,1,2,2,4,2181.2889135750365
FDQ32,17.85,1,0.046872134,6,122.3388,OUT017,1,1,1,6,2181.2889135750365
DRK35,8.365,0,0.07178670599999999,7,39.3506,OUT013,0,2,1,26,2181.2889135750365
FDA58,9.395,0,0.103912541,13,234.2932,OUT049,1,0,1,14,2181.2889135750365
DRG48,11.69196506550218,0,0.025484041000000002,14,143.8102,OUT019,2,0,0,28,2181.2889135750365
FDT59,13.65,0,0.026632476000000002,1,231.9668,OUT010,2,2,0,15,2181.2889135750365
FDQ31,13.146658950617322,1,0.094279524,6,89.7856,OUT019,2,0,0,28,2181.2889135750365
FDS51,13.35,0,0.032311584,10,63.3194,OUT018,1,2,2,4,2181.2889135750365
FDW32,13.146658950617322,1,0.09384019800000001,6,86.8882,OUT027,1,2,3,28,2181.2889135750365
FDI15,12.955040000000011,0,0.14066805599999999,4,264.4884,OUT027,1,2,3,28,2181.2889135750365
NCV30,20.2,0,0.066305026,9,62.351000000000006,OUT017,2,1,1,6,2181.2889135750365
DRG25,10.5,0,0.019079308,14,187.524,OUT049,1,0,1,14,2181.2889135750365
FDT02,12.6,0,0.024174597000000003,4,33.2874,OUT013,0,2,1,26,2181.2889135750365
FDO33,12.684255639097788,0,0.088889913,13,114.1518,OUT027,1,2,3,28,2181.2889135750365
FDP38,10.1,0,0.032096024,3,51.1008,OUT035,2,1,1,9,2181.2889135750365
FDZ45,14.1,0,0.06686333700000001,13,197.9084,OUT035,2,1,1,9,2181.2889135750365
NCA54,13.270503802281391,0,0.036464157999999997,9,180.1318,OUT027,1,2,3,28,2181.2889135750365
FDU33,7.63,1,0.13547173699999998,13,45.2402,OUT017,1,1,1,6,2181.2889135750365
FDN58,13.8,1,0.057194086,13,233.6984,OUT017,2,1,1,6,2181.2889135750365
FDI05,8.35,1,0.127127013,5,75.4354,OUT045,1,1,1,11,2181.2889135750365
FDM57,12.684255639097788,1,0.1328021,13,82.4908,OUT019,2,0,0,28,2181.2889135750365
NCS42,13.270503802281391,0,0.069080314,9,89.6146,OUT027,1,2,3,28,2181.2889135750365
FDB57,20.25,1,0.018843242,6,221.6772,OUT045,2,1,1,11,2181.2889135750365
FDC03,8.575,1,0.071992202,4,196.0794,OUT045,1,1,1,11,2181.2889135750365
FDZ58,17.85,0,0.052133440999999996,13,120.6072,OUT013,0,2,1,26,2181.2889135750365
NCK29,5.615,0,0.126024084,8,124.573,OUT045,2,1,1,11,2181.2889135750365
NCR53,12.15,0,0.145335007,8,224.9404,OUT045,1,1,1,11,2181.2889135750365
FDE26,12.39356545961002,0,0.088574755,3,145.4786,OUT027,1,2,3,28,2181.2889135750365
FDU52,7.56,0,0.06387000799999999,5,154.563,OUT049,1,0,1,14,2181.2889135750365
FDE41,12.10154266958426,1,0.063704181,5,83.6566,OUT027,1,2,3,28,2181.2889135750365
FDU38,10.8,0,0.08288617,4,189.9504,OUT018,1,2,2,4,2181.2889135750365
FDA52,16.2,1,0.12914868699999998,5,176.33700000000002,OUT017,2,1,1,6,2181.2889135750365
FDW46,13.0,1,0.070301658,13,65.5484,OUT046,2,0,1,16,2181.2889135750365
DRI59,9.5,0,0.034075335166666665,7,225.0088,OUT035,2,1,1,9,2181.2889135750365
FDT38,18.7,0,0.057526565,4,85.2566,OUT035,2,1,1,9,2181.2889135750365
FDL33,7.235,0,0.100369729,13,196.9452,OUT018,1,2,2,4,2181.2889135750365
FDQ01,12.39356545961002,1,0.159923438,3,253.0014,OUT027,1,2,3,28,2181.2889135750365
FDJ08,11.1,0,0.11067210400000001,6,191.1846,OUT046,2,0,1,16,2181.2889135750365
FDQ47,7.155,1,0.168447861,1,35.8874,OUT049,1,0,1,14,2181.2889135750365
NCZ18,7.825,0,0.185913021,9,252.4698,OUT013,0,2,1,26,2181.2889135750365
FDE29,8.905,0,0.143938721,5,60.3878,OUT017,1,1,1,6,2181.2889135750365
FDF10,12.684255639097788,1,0.156168446,13,146.7418,OUT027,1,2,3,28,2181.2889135750365
FDC48,9.195,0,0.015883951,0,83.4592,OUT049,1,0,1,14,2181.2889135750365
FDY58,11.65,0,0.039885362,13,228.9694,OUT013,0,2,1,26,2181.2889135750365
NCX30,16.7,0,0.019988055499999997,9,247.5776,OUT010,2,2,0,15,2181.2889135750365
FDV11,9.1,1,0.081599833,1,176.8054,OUT013,0,2,1,26,2181.2889135750365
FDT46,11.35,0,0.030807134,13,49.4008,OUT046,2,0,1,16,2181.2889135750365
DRD01,11.69196506550218,1,0.107110465,14,55.6614,OUT019,2,0,0,28,2181.2889135750365
FDQ11,5.695,1,0.06764458599999999,1,256.5988,OUT013,0,2,1,26,2181.2889135750365
NCM41,16.5,0,0.035857676,8,92.512,OUT017,2,1,1,6,2181.2889135750365
NCC55,10.695,0,0.063710075,9,36.4848,OUT013,0,2,1,26,2181.2889135750365
FDG45,13.146658950617322,0,0.127416049,6,214.2902,OUT027,1,2,3,28,2181.2889135750365
NCQ54,17.7,0,0.00942190825,9,167.7474,OUT049,1,0,1,14,2181.2889135750365
FDM34,19.0,0,0.067584358,13,129.7626,OUT045,1,1,1,11,2181.2889135750365
FDD17,12.10154266958426,0,0.057125580999999995,5,237.8906,OUT019,2,0,0,28,2181.2889135750365
FDN38,12.39356545961002,1,0.09152647800000001,3,250.0408,OUT027,1,2,3,28,2181.2889135750365
FDB53,13.35,0,0.13073798775,5,148.4392,OUT018,1,2,2,4,2181.2889135750365
NCL06,14.65,0,0.072053007,9,262.3594,OUT035,2,1,1,9,2181.2889135750365
NCV18,13.270503802281391,0,0.18427192399999998,9,82.725,OUT019,2,0,0,28,2181.2889135750365
FDX25,16.7,0,0.06815906533333332,3,182.4292,OUT013,0,2,1,26,2181.2889135750365
FDB39,11.6,0,0.038518959,4,55.3272,OUT046,2,0,1,16,2181.2889135750365
FDC33,8.96,1,0.06904552,6,197.3768,OUT049,1,0,1,14,2181.2889135750365
NCO14,9.6,0,0.029764629,9,44.4086,OUT018,1,2,2,4,2181.2889135750365
FDA58,12.684255639097788,0,0.103248816,13,237.3932,OUT027,1,2,3,28,2181.2889135750365
NCQ02,12.6,0,0.00749864,9,186.4556,OUT017,2,1,1,6,2181.2889135750365
NCR53,12.15,0,0.14586127,8,227.0404,OUT017,1,1,1,6,2181.2889135750365
FDN52,9.395,1,0.131569883,5,88.1198,OUT046,2,0,1,16,2181.2889135750365
FDG26,18.85,0,0.042649853,3,256.633,OUT046,2,0,1,16,2181.2889135750365
FDE23,13.618247422680403,1,0.052923474000000005,15,46.706,OUT027,1,2,3,28,2181.2889135750365
DRI37,15.85,0,0.10750833900000001,14,59.1904,OUT013,0,2,1,26,2181.2889135750365
DRH37,17.6,0,0.041785884,14,166.0526,OUT018,1,2,2,4,2181.2889135750365
FDO01,21.1,1,0.020714738,2,127.7994,OUT035,2,1,1,9,2181.2889135750365
FDK45,11.65,0,0.033910827000000004,12,113.88600000000001,OUT049,1,0,1,14,2181.2889135750365
FDP23,6.71,0,0.035642187,1,217.6166,OUT049,1,0,1,14,2181.2889135750365
FDM33,15.6,0,0.087703106,13,220.0798,OUT035,2,1,1,9,2181.2889135750365
FDD36,13.3,0,0.021393892999999997,0,119.8124,OUT017,2,1,1,6,2181.2889135750365
FDL56,14.1,0,0.126492074,6,85.3198,OUT017,1,1,1,6,2181.2889135750365
FDT27,11.395,1,0.11647465800000001,10,236.0616,OUT010,2,2,0,15,2181.2889135750365
FDG52,13.65,0,0.066002079,5,44.2402,OUT017,2,1,1,6,2181.2889135750365
NCL42,18.85,0,0.040363971,9,244.0144,OUT035,2,1,1,9,2181.2889135750365
DRJ24,11.8,0,0.113329224,14,185.8924,OUT046,2,0,1,16,2181.2889135750365
FDV38,19.25,0,0.101773845,4,52.8956,OUT046,2,0,1,16,2181.2889135750365
FDT35,19.85,1,0.081620573,1,169.7816,OUT045,1,1,1,11,2181.2889135750365
FDY51,12.5,0,0.08129936900000001,10,219.0798,OUT045,2,1,1,11,2181.2889135750365
FDC37,15.5,0,0.033059299,0,105.7938,OUT017,1,1,1,6,2181.2889135750365
NCP43,17.75,0,0.030481663,11,181.666,OUT013,0,2,1,26,2181.2889135750365
FDO33,14.75,0,0.089503609,13,112.2518,OUT045,2,1,1,11,2181.2889135750365
FDW04,8.985,1,0.058062665,5,130.83100000000002,OUT018,1,2,2,4,2181.2889135750365
NCC31,8.02,0,0.019870463,9,154.9972,OUT046,2,0,1,16,2181.2889135750365
FDK22,9.8,0,0.026127057000000002,13,216.385,OUT049,1,0,1,14,2181.2889135750365
FDJ50,8.645,0,0.021708103,3,54.5982,OUT017,1,1,1,6,2181.2889135750365
FDV13,17.35,1,0.027767045,3,88.9856,OUT017,2,1,1,6,2181.2889135750365
DRL60,8.52,0,0.027212418999999998,14,151.8682,OUT017,1,1,1,6,2181.2889135750365
FDW03,5.63,1,0.024680092,10,103.7306,OUT017,2,1,1,6,2181.2889135750365
FDY27,6.38,0,0.031892144,4,177.7344,OUT035,2,1,1,9,2181.2889135750365
FDB39,12.955040000000011,0,0.03833243,4,54.3272,OUT027,1,2,3,28,2181.2889135750365
FDU59,5.78,0,0.0965817,1,162.4552,OUT045,1,1,1,11,2181.2889135750365
FDZ57,10.0,1,0.034658008000000004,13,129.2994,OUT049,1,0,1,14,2181.2889135750365
FDO21,11.6,1,0.0097782,13,225.1404,OUT049,1,0,1,14,2181.2889135750365
FDS43,11.65,0,0.026998686999999997,6,187.72400000000002,OUT018,1,2,2,4,2181.2889135750365
FDU28,19.2,1,0.157200063,5,189.3214,OUT010,2,2,0,15,2181.2889135750365
FDC51,10.895,1,0.016105023,4,121.773,OUT010,2,2,0,15,2181.2889135750365
FDW16,17.35,1,0.069419362,5,92.3804,OUT010,2,2,0,15,2181.2889135750365
FDP32,6.65,0,0.146740745,6,125.5678,OUT010,2,2,0,15,2181.2889135750365
FDB60,12.272417582417582,0,0.049938496,0,195.6136,OUT019,2,0,0,28,2181.2889135750365
NCQ30,7.725,0,0.029072282999999997,9,120.1414,OUT046,2,0,1,16,2181.2889135750365
FDD26,8.71,1,0.072267645,3,184.8924,OUT049,1,0,1,14,2181.2889135750365
FDI44,16.1,0,0.100436145,6,77.2328,OUT045,2,1,1,11,2181.2889135750365
DRH23,14.65,0,0.170318251,7,56.1614,OUT046,2,0,1,16,2181.2889135750365
FDO44,12.6,0,0.087453208,6,110.0228,OUT046,2,0,1,16,2181.2889135750365
FDG04,13.1,0,0.006062712,5,187.3898,OUT046,2,0,1,16,2181.2889135750365
FDM32,13.146658950617322,0,0.020505251999999998,6,91.48299999999999,OUT027,1,2,3,28,2181.2889135750365
FDM09,11.15,1,0.085860034,13,169.479,OUT013,0,2,1,26,2181.2889135750365
FDZ47,20.7,1,0.079230482,0,98.8042,OUT013,0,2,1,26,2181.2889135750365
FDM40,12.10154266958426,0,0.15916244599999999,5,143.1154,OUT027,1,2,3,28,2181.2889135750365
FDY48,14.0,0,0.023869126,0,101.5332,OUT017,1,1,1,6,2181.2889135750365
NCM30,19.1,0,0.067431883,9,42.4796,OUT045,2,1,1,11,2181.2889135750365
FDX36,9.695,1,0.21471985,0,225.9404,OUT010,2,2,0,15,2181.2889135750365
DRF03,19.1,0,0.045564412,4,39.1138,OUT017,1,1,1,6,2181.2889135750365
FDN51,17.85,1,0.020979394,10,259.7936,OUT049,1,0,1,14,2181.2889135750365
FDM57,11.65,1,0.075967092,13,84.4908,OUT049,1,0,1,14,2181.2889135750365
FDB35,12.3,1,0.064719441,15,93.6804,OUT049,1,0,1,14,2181.2889135750365
FDY13,12.39356545961002,0,0.029981512999999998,3,77.867,OUT027,1,2,3,28,2181.2889135750365
FDA37,7.81,1,0.05553914,3,125.8046,OUT017,2,1,1,6,2181.2889135750365
NCX53,20.1,0,0.015022332,8,142.1154,OUT017,1,1,1,6,2181.2889135750365
FDD59,10.5,1,0.06645039900000001,15,80.796,OUT018,1,2,2,4,2181.2889135750365
FDX10,12.684255639097788,1,0.216601163,13,36.7874,OUT019,2,0,0,28,2181.2889135750365
FDC03,8.575,1,0.072139167,4,195.5794,OUT018,1,2,2,4,2181.2889135750365
FDW43,20.1,1,0.022420996000000002,6,226.2036,OUT035,2,1,1,9,2181.2889135750365
FDW10,21.2,0,0.070676281,13,176.33700000000002,OUT046,2,0,1,16,2181.2889135750365
FDY14,12.955040000000011,0,0.069701022,4,262.9226,OUT027,1,2,3,28,2181.2889135750365
FDV43,16.0,0,0.077011493,6,45.1086,OUT045,2,1,1,11,2181.2889135750365
FDO40,17.1,0,0.032600958,5,150.4392,OUT013,0,2,1,26,2181.2889135750365
FDP46,12.684255639097788,0,0.074254285,13,91.083,OUT027,1,2,3,28,2181.2889135750365
NCE43,13.270503802281391,0,0.181114059,9,168.8448,OUT019,2,0,0,28,2181.2889135750365
FDD05,19.35,0,0.016608334,5,120.0098,OUT035,2,1,1,9,2181.2889135750365
FDJ60,19.35,1,0.104659766,0,165.9184,OUT010,2,2,0,15,2181.2889135750365
DRE27,11.85,0,0.133211023,4,95.8726,OUT018,1,2,2,4,2181.2889135750365
FDO11,8.0,1,0.030259174,1,250.6092,OUT035,2,1,1,9,2181.2889135750365
DRG11,11.844416666666666,0,0.083432299,7,107.4596,OUT027,1,2,3,28,2181.2889135750365
FDK33,17.85,0,0.018805505,13,214.956,OUT010,2,2,0,15,2181.2889135750365
DRM23,16.6,0,0.136008489,7,170.4422,OUT045,1,1,1,11,2181.2889135750365
FDJ02,12.39356545961002,1,0.02504491,3,146.1418,OUT027,1,2,3,28,2181.2889135750365
NCZ05,8.485,0,0.0582501,8,104.399,OUT045,2,1,1,11,2181.2889135750365
NCL30,18.1,0,0.048899701,9,126.3336,OUT013,0,2,1,26,2181.2889135750365
FDZ19,6.425,0,0.093835595,6,174.2712,OUT018,1,2,2,4,2181.2889135750365
FDM45,8.655,1,0.088331849,13,120.8756,OUT049,1,0,1,14,2181.2889135750365
FDO36,19.7,0,0.0730138866,0,178.666,OUT046,2,0,1,16,2181.2889135750365
NCK31,10.895,0,0.027102627999999997,11,50.7666,OUT045,1,1,1,11,2181.2889135750365
DRJ37,10.8,0,0.061225298,14,153.4024,OUT045,2,1,1,11,2181.2889135750365
FDP24,20.6,0,0.083342202,0,120.1756,OUT018,1,2,2,4,2181.2889135750365
FDF46,7.07,0,0.093593225,13,115.1834,OUT013,0,2,1,26,2181.2889135750365
FDX46,12.684255639097788,1,0.10175494199999999,13,58.5562,OUT019,2,0,0,28,2181.2889135750365
NCL18,18.85,0,0.167923755,9,193.7136,OUT045,1,1,1,11,2181.2889135750365
FDJ26,15.3,1,0.08469465300000001,3,212.7218,OUT013,0,2,1,26,2181.2889135750365
FDJ07,7.26,0,0.014452774,10,115.015,OUT045,2,1,1,11,2181.2889135750365
FDY15,18.25,1,0.170685888,4,155.16299999999998,OUT013,0,2,1,26,2181.2889135750365
DRG01,14.8,0,0.04496929400000001,14,74.867,OUT045,1,1,1,11,2181.2889135750365
FDF58,13.3,0,0.009600586,13,64.95100000000001,OUT045,2,1,1,11,2181.2889135750365
FDZ14,12.955040000000011,1,0.083321663,4,121.4756,OUT019,2,0,0,28,2181.2889135750365
FDP31,21.1,1,0.161756055,6,65.7168,OUT049,1,0,1,14,2181.2889135750365
FDH45,15.1,1,0.1055789,6,42.4796,OUT013,0,2,1,26,2181.2889135750365
FDA09,13.35,1,0.250008736,13,178.36599999999999,OUT010,2,2,0,15,2181.2889135750365
FDW31,11.35,1,0.043149942999999996,6,198.5742,OUT035,2,1,1,9,2181.2889135750365
FDA57,18.85,0,0.039643601,13,41.448,OUT046,2,0,1,16,2181.2889135750365
NCE55,8.92,0,0.129903926,9,176.637,OUT035,2,1,1,9,2181.2889135750365
FDC17,12.10154266958426,0,0.027069736,5,212.3928,OUT019,2,0,0,28,2181.2889135750365
FDC59,16.7,1,0.054583442,15,64.6168,OUT013,0,2,1,26,2181.2889135750365
FDA22,7.435,0,0.08438208400000001,15,167.9158,OUT013,0,2,1,26,2181.2889135750365
FDK52,18.25,0,0.079203863,5,224.9062,OUT035,2,1,1,9,2181.2889135750365
NCM26,20.5,0,0.023143199,11,152.934,OUT046,2,0,1,16,2181.2889135750365
NCT53,5.4,0,0.048107159000000004,8,166.3526,OUT035,2,1,1,9,2181.2889135750365
FDW45,18.0,0,0.039169904,13,149.0418,OUT018,1,2,2,4,2181.2889135750365
NCI18,18.35,0,0.014021376,9,222.5746,OUT035,2,1,1,9,2181.2889135750365
FDE38,6.52,0,0.044788872,3,164.0842,OUT018,1,2,2,4,2181.2889135750365
FDF08,13.146658950617322,1,0.11417001800000001,6,89.1856,OUT019,2,0,0,28,2181.2889135750365
FDY58,11.65,0,0.066815522,13,229.6694,OUT010,2,2,0,15,2181.2889135750365
FDF58,12.684255639097788,0,0.016775365,13,63.451,OUT019,2,0,0,28,2181.2889135750365
FDX39,14.3,1,0.049957145,10,210.0586,OUT017,1,1,1,6,2181.2889135750365
FDB44,6.655,0,0.016985198,6,211.0586,OUT049,1,0,1,14,2181.2889135750365
FDF28,15.7,1,0.037833211,5,126.1046,OUT013,0,2,1,26,2181.2889135750365
FDE39,7.89,0,0.036104434,4,117.1782,OUT013,0,2,1,26,2181.2889135750365
FDT37,14.15,0,0.035413843,3,253.0014,OUT018,1,2,2,4,2181.2889135750365
FDZ45,14.1,0,0.06725426,13,199.0084,OUT017,2,1,1,6,2181.2889135750365
FDO40,17.1,0,0.032621941,5,150.9392,OUT035,2,1,1,9,2181.2889135750365
FDM57,12.684255639097788,1,0.07548186400000001,13,85.3908,OUT027,1,2,3,28,2181.2889135750365
DRG36,14.15,0,0.095917719,14,171.8106,OUT017,1,1,1,6,2181.2889135750365
FDY36,12.3,0,0.015751294,0,71.638,OUT010,2,2,0,15,2181.2889135750365
DRL60,11.69196506550218,0,0.026928324,14,151.6682,OUT027,1,2,3,28,2181.2889135750365
FDS25,12.39356545961002,1,0.245136905,3,110.8228,OUT019,2,0,0,28,2181.2889135750365
DRF49,11.69196506550218,0,0.070733741,14,112.0518,OUT027,1,2,3,28,2181.2889135750365
FDP16,18.6,0,0.039374545,5,245.5802,OUT045,2,1,1,11,2181.2889135750365
FDS60,20.85,0,0.032498972,0,181.266,OUT049,1,0,1,14,2181.2889135750365
FDU15,12.702148148148146,1,0.026473267,10,37.9532,OUT027,1,2,3,28,2181.2889135750365
FDK43,9.8,0,0.026840766000000002,10,126.902,OUT046,2,0,1,16,2181.2889135750365
FDN25,7.895,1,0.061175535,2,58.6588,OUT046,2,0,1,16,2181.2889135750365
FDE53,10.895,0,0.026921951,5,104.928,OUT049,1,0,1,14,2181.2889135750365
FDB22,8.02,0,0.111347923,13,155.6998,OUT013,0,2,1,26,2181.2889135750365
FDE39,7.89,0,0.036338895,4,119.5782,OUT017,1,1,1,6,2181.2889135750365
FDX35,5.035,1,0.079895432,1,227.0036,OUT035,2,1,1,9,2181.2889135750365
NCG54,12.1,0,0.079930344,9,169.7106,OUT049,1,0,1,14,2181.2889135750365
FDH27,7.075,0,0.05833590599999999,4,145.8128,OUT035,2,1,1,9,2181.2889135750365
NCK42,7.475,0,0.01310911,9,215.4192,OUT013,0,2,1,26,2181.2889135750365
FDS25,6.885,1,0.14022623,3,108.8228,OUT049,1,0,1,14,2181.2889135750365
FDI10,8.51,1,0.078723713,13,172.4422,OUT018,1,2,2,4,2181.2889135750365
FDU35,6.44,0,0.079200387,1,100.47,OUT035,2,1,1,9,2181.2889135750365
FDI04,13.65,1,0.073324855,5,199.0426,OUT017,2,1,1,6,2181.2889135750365
DRK23,8.395,0,0.07196303700000001,7,251.804,OUT035,2,1,1,9,2181.2889135750365
FDB53,12.10154266958426,0,0.24416317399999998,5,148.1392,OUT019,2,0,0,28,2181.2889135750365
FDY02,8.945,1,0.08778219300000001,4,261.791,OUT049,1,0,1,14,2181.2889135750365
FDM60,10.8,1,0.048134189,0,40.3138,OUT035,2,1,1,9,2181.2889135750365
NCJ31,19.2,0,0.30572496899999996,11,239.6196,OUT010,2,2,0,15,2181.2889135750365
DRP35,18.85,0,0.09138128,7,126.6336,OUT017,1,1,1,6,2181.2889135750365
NCQ30,7.725,0,0.029190711,9,122.4414,OUT018,1,2,2,4,2181.2889135750365
DRL11,10.5,0,0.080372556,7,158.4946,OUT010,2,2,0,15,2181.2889135750365
FDU01,20.25,1,0.011985289,3,184.7924,OUT013,0,2,1,26,2181.2889135750365
FDR39,20.35,0,0.083783437,10,180.7292,OUT035,2,1,1,9,2181.2889135750365
FDO08,11.1,1,0.053775381,6,165.7526,OUT046,2,0,1,16,2181.2889135750365
FDC02,21.35,0,0.068962051,3,261.1278,OUT045,2,1,1,11,2181.2889135750365
NCZ29,15.0,0,0.071357962,8,127.4362,OUT035,2,1,1,9,2181.2889135750365
FDF29,15.1,1,0.033365742999999996,5,130.931,OUT010,2,2,0,15,2181.2889135750365
FDZ23,17.75,1,0.067884624,0,187.324,OUT017,1,1,1,6,2181.2889135750365
NCU53,5.485,0,0.042925965,8,164.5842,OUT018,1,2,2,4,2181.2889135750365
NCW30,5.21,0,0.011000735,9,258.0962,OUT013,0,2,1,26,2181.2889135750365
NCM26,14.009725274725271,0,0.023031127000000002,11,154.534,OUT027,1,2,3,28,2181.2889135750365
FDV50,12.955040000000011,0,0.121977653,4,122.573,OUT027,1,2,3,28,2181.2889135750365
FDW15,15.35,1,0.055199282999999995,10,146.4734,OUT049,1,0,1,14,2181.2889135750365
FDI35,13.618247422680403,0,0.041091215,15,182.6634,OUT027,1,2,3,28,2181.2889135750365
FDO11,8.0,1,0.030436087,1,249.0092,OUT017,2,1,1,6,2181.2889135750365
FDN48,13.35,0,0.06495073,0,92.5804,OUT046,2,0,1,16,2181.2889135750365
NCA17,20.6,0,0.045488814,8,149.9392,OUT049,1,0,1,14,2181.2889135750365
NCN54,20.35,0,0.021308723999999998,9,79.2328,OUT013,0,2,1,26,2181.2889135750365
FDP22,14.65,1,0.099049679,13,49.7666,OUT013,0,2,1,26,2181.2889135750365
NCB54,8.76,0,0.050043246,8,126.2336,OUT035,2,1,1,9,2181.2889135750365
FDD08,8.3,0,0.035426061,6,37.7506,OUT045,1,1,1,11,2181.2889135750365
DRM48,15.2,0,0.18896587899999998,14,35.9848,OUT010,2,2,0,15,2181.2889135750365
FDG41,12.10154266958426,1,0.076191354,5,110.3228,OUT027,1,2,3,28,2181.2889135750365
FDE44,13.146658950617322,0,0.17055809600000002,6,48.7692,OUT027,1,2,3,28,2181.2889135750365
FDE26,9.3,0,0.088988939,3,144.0786,OUT035,2,1,1,9,2181.2889135750365
NCS38,8.6,0,0.08443391780000001,9,113.1176,OUT013,0,2,1,26,2181.2889135750365
NCJ54,9.895,0,0.0552768545,9,230.4642,OUT018,1,2,2,4,2181.2889135750365
FDI40,12.10154266958426,1,0.21991455399999998,5,98.8358,OUT019,2,0,0,28,2181.2889135750365
FDN45,19.35,0,0.11858387,13,224.4088,OUT018,1,2,2,4,2181.2889135750365
FDU43,19.35,1,0.058043379000000006,6,239.8564,OUT046,2,0,1,16,2181.2889135750365
FDI04,13.65,1,0.122040464,5,197.5426,OUT010,2,2,0,15,2181.2889135750365
NCC07,19.6,0,0.024048716,9,104.9964,OUT018,1,2,2,4,2181.2889135750365
NCC07,13.270503802281391,0,0.04193537,9,104.5964,OUT019,2,0,0,28,2181.2889135750365
NCD18,16.0,0,0.072816495,9,231.3668,OUT045,2,1,1,11,2181.2889135750365
FDU55,16.2,0,0.035904485,6,258.6278,OUT035,2,1,1,9,2181.2889135750365
FDX59,10.195,0,0.051651503,1,35.2558,OUT035,2,1,1,9,2181.2889135750365
FDR52,12.65,1,0.076162818,5,190.7846,OUT049,1,0,1,14,2181.2889135750365
NCP17,19.35,0,0.027691307999999998,8,63.3168,OUT013,0,2,1,26,2181.2889135750365
FDQ32,17.85,1,0.04670302,6,122.2388,OUT045,1,1,1,11,2181.2889135750365
NCT17,10.8,0,0.041930938,8,188.0214,OUT049,1,0,1,14,2181.2889135750365
